4540	5580	1600	3590
4570	5590	1610	3580
4610	5590	1610	3570
4640	5580	1600	3550
4650	5590	1610	3550
4660	5600	1610	3540
4670	5610	1600	3540
4690	5610	1580	3520
4700	5620	1580	3510
4710	5630	1570	3520
4720	5640	1560	3530
4730	5670	1540	3530
4740	5680	1530	3520
4750	5680	1550	3520
4750	5670	1580	3510
4710	5650	1600	3510
4680	5630	1620	3490
4650	5600	1640	3470
4630	5570	1660	3470
4620	5570	1670	3470
4620	5540	1690	3460
4620	5510	1720	3440
4640	5490	1740	3410
4650	5480	1760	3380
4660	5470	1780	3370
4650	5450	1810	3370
4640	5450	1830	3370
4630	5430	1840	3340
4630	5420	1860	3330
4610	5400	1880	3320
4580	5390	1890	3320
4560	5360	1900	3320
4540	5320	1920	3330
4520	5300	1930	3330
4500	5270	1940	3330
4490	5250	1960	3340
4470	5230	1970	3330
4470	5200	1990	3330
4460	5180	2020	3410
4440	5150	2050	3490
4440	5120	2080	3510
4450	5080	2120	3510
4450	5040	2150	3520
4430	5010	2180	3520
4410	4990	2220	3520
4390	4960	2230	3530
4370	4940	2260	3560
4350	4910	2280	3570
4310	4870	2300	3580
4260	4840	2320	3570
4240	4810	2340	3580
4220	4780	2340	3600
4200	4770	2350	3600
4190	4750	2380	3610
4180	4730	2390	3600
4170	4700	2430	3590
4170	4690	2450	3600
4150	4650	2470	3590
4140	4620	2480	3590
4130	4610	2500	3590
4140	4570	2530	3580
4140	4540	2550	3580
4130	4530	2560	3560
4130	4520	2570	3550
4130	4510	2580	3550
4120	4500	2600	3570
4110	4470	2610	3570
4080	4450	2640	3570
4060	4440	2660	3590
4030	4420	2680	3600
4010	4400	2700	3600
4000	4400	2720	3590
3990	4370	2760	3540
3980	4340	2790	3470
3960	4310	2820	3420
3960	4270	2850	3400
3940	4240	2870	3360
3930	4210	2900	3340
3920	4190	2930	3330
3920	4150	2960	3310
3920	4130	2980	3290
3920	4100	2990	3280
3920	4090	3010	3290
3890	4060	3050	3300
3870	4030	3070	3320
3840	4000	3100	3360
3820	3960	3130	3360
3790	3940	3170	3380
3770	3920	3200	3390
3760	3890	3220	3400
3750	3870	3250	3410
3740	3840	3280	3400
3730	3790	3310	3410
3720	3760	3340	3420
3730	3730	3370	3420
3720	3710	3390	3410
3710	3680	3410	3410
3730	3650	3430	3430
3700	3620	3450	3450
3690	3580	3480	3460
3690	3540	3510	3480
3670	3500	3540	3480
3640	3470	3570	3490
3620	3430	3600	3490
3610	3410	3620	3560
3610	3370	3680	3650
3610	3330	3710	3830
3600	3300	3740	3930
3600	3270	3770	3950
3600	3230	3800	3960
3600	3210	3810	3990
3590	3190	3830	4000
3580	3170	3860	3990
3570	3150	3900	4010
3550	3140	3930	4030
3530	3120	3960	4020
3530	3090	3990	4030
3510	3070	4020	4040
3500	3050	4040	4050
3490	3030	4080	4040
3480	3010	4120	4040
3490	2990	4140	4050
3490	2930	4180	4050
3500	2900	4210	4050
3510	2880	4230	4040
3520	2860	4250	4040
3510	2820	4260	4050
3500	2790	4300	4070
3490	2760	4330	4090
3490	2740	4360	4130
3480	2720	4390	4180
3460	2700	4420	4160
3450	2680	4440	4100
3450	2640	4460	4060
3450	2610	4480	4050
3430	2580	4530	4020
3440	2540	4580	4010
3450	2510	4620	4010
3450	2460	4640	4000
3470	2430	4670	4000
3470	2370	4690	4010
3480	2340	4710	4020
3480	2330	4730	4040
3460	2300	4760	4050
3470	2270	4790	4080
3470	2240	4820	4100
3460	2230	4850	4100
3450	2200	4870	4130
3440	2200	4890	4130
3460	2180	4910	4150
3460	2160	4940	4170
3470	2140	4970	4220
3470	2080	5000	4220
3470	2050	5040	4230
3460	2020	5070	4240
3480	2000	5100	4250
3480	1980	5130	4250
3480	1940	5140	4250
3490	1940	5160	4260
3490	1920	5190	4310
3490	1890	5230	4330
3490	1880	5260	4360
3480	1860	5280	4380
3470	1850	5310	4400
3470	1830	5330	4430
3470	1810	5360	4450
3480	1760	5400	4480
3490	1750	5430	4510
3510	1700	5470	4530
3540	1660	5500	4540
3550	1640	5540	4560
3550	1640	5560	4580
3560	1640	5580	4610
3550	1620	5600	4640
3560	1610	5600	4660
3560	1600	5630	4680
3550	1580	5650	4690
3560	1550	5680	4700
3580	1540	5680	4700
3600	1530	5680	4680
3590	1540	5670	4660
3590	1540	5660	4650
3610	1540	5650	4640
3600	1540	5650	4640
3600	1530	5670	4640
3600	1530	5690	4650
3600	1540	5690	4660
3600	1540	5680	4640
3610	1530	5670	4620
3630	1500	5650	4580
3630	1500	5650	4570
3630	1520	5650	4560
3620	1510	5640	4550
3620	1530	5640	4570
3630	1550	5630	4580
3640	1550	5630	4570
3630	1560	5620	4570
3630	1570	5610	4560
3630	1600	5600	4550
3630	1610	5590	4540
3640	1610	5580	4520
3640	1610	5570	4500
3650	1600	5560	4480
3680	1610	5560	4440
3720	1590	5560	4420
3740	1570	5550	4390
3770	1600	5520	4360
3760	1600	5500	4320
3780	1620	5470	4290
3790	1640	5430	4250
3790	1660	5410	4220
3810	1680	5380	4190
3820	1670	5370	4160
3820	1690	5360	4130
3830	1700	5350	4120
3850	1700	5330	4080
3870	1700	5310	4060
3890	1700	5300	4030
3910	1730	5290	4000
3940	1740	5300	3950
3980	1740	5320	3920
4000	1770	5340	3870
4010	1800	5410	3830
4020	1820	5420	3800
4040	1840	5440	3770
4050	1880	5440	3750
4060	1900	5430	3720
4070	1930	5440	3710
4090	1950	5460	3690
4090	1960	5470	3650
4110	1980	5470	3630
4140	1990	5480	3610
4170	1990	5460	3590
4210	2010	5460	3560
4240	2030	5460	3550
4240	2040	5440	3520
4260	2050	5460	3480
4260	2070	5460	3440
4260	2080	5480	3430
4290	2110	5470	3420
4310	2140	5410	3390
4310	2160	5370	3370
4320	2180	5360	3360
4320	2180	5330	3330
4340	2190	5370	3300
4360	2200	5370	3270
4380	2220	5320	3240
4410	2250	5320	3210
4420	2260	5380	3180
4450	2290	5270	3150
4470	2320	5340	3120
4490	2340	5390	3080
4510	2370	5410	3060
4520	2380	5270	3050
4520	2420	5120	3000
4520	2450	5000	2980
4550	2470	4920	2960
4580	2490	4860	2930
4620	2510	4820	2910
4640	2520	4800	2880
4670	2540	4790	2850
4700	2560	4780	2810
4730	2600	4770	2790
4760	2630	4750	2750
4780	2660	4730	2710
4790	2690	4720	2680
4810	2720	4700	2640
4830	2760	4690	2600
4860	2780	4680	2570
4880	2820	4670	2540
4920	2830	4710	2500
4950	2860	4780	2460
4980	2910	4800	2420
5030	2940	4810	2380
5070	2970	4820	2350
5090	3000	4830	2330
5120	3020	4830	2290
5140	3060	4850	2240
5170	3110	4850	2190
5200	3160	4840	2140
5230	3180	4830	2110
5240	3210	4820	2080
5260	3230	4790	2040
5270	3260	4770	2010
5310	3300	4750	1970
5350	3340	4740	1940
5390	3370	4720	1900
5430	3390	4730	1870
5460	3410	4710	1840
5470	3440	4690	1820
5490	3470	4690	1760
5520	3510	4690	1720
5550	3540	4700	1680
5570	3560	4710	1660
5580	3600	4750	1640
5590	3620	4770	1630
5620	3630	4820	1610
5640	3650	4840	1580
5670	3690	4880	1550
5690	3700	4880	1520
5720	3730	4890	1500
5750	3750	4890	1470
5780	3780	4910	1440
5810	3800	4880	1410
5850	3860	4850	1380
5870	3890	4780	1350
5890	3940	4690	1330
5900	3980	4620	1310
5910	4000	4560	1310
5930	4010	4530	1280
5940	4010	4500	1260
5970	4040	4480	1230
6000	4050	4480	1190
6040	4070	4490	1150
6070	4080	4500	1120
6100	4090	4510	1080
6110	4120	4520	1070
6120	4150	4520	1030
6170	4200	4510	1020
6190	4230	4500	990
6200	4260	4490	970
6210	4300	4480	970
6220	4340	4470	960
6240	4330	4470	940
6260	4360	4480	930
6290	4380	4490	910
6310	4390	4490	900
6330	4410	4490	890
6340	4440	4490	890
6360	4450	4500	870
6380	4460	4500	850
6390	4480	4500	850
6390	4480	4500	840
6390	4510	4500	830
