监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),近地风速(m/s),风向(°)
2019/6/4,监测点A1,10.26086956521739,28.91304347826087,27.782608695652176,12.391304347826088,40.869565217391305,0.42608695652173906,0,0,0,
2019/6/5,监测点A1,11.26086956521739,30.869565217391305,31.869565217391305,15.304347826086957,16.82608695652174,0.508695652173913,0,0,0,
2019/6/6,监测点A1,9.043478260869565,15.521739130434783,25.565217391304348,11.217391304347826,37.47826086956522,0.3478260869565217,0,0,0,
2019/6/7,监测点A1,9.869565217391305,11.173913043478262,19.782608695652176,6.826086956521739,41.04347826086956,0.2782608695652174,0,0,0,
2019/6/8,监测点A1,10.173913043478262,8.695652173913043,15.652173913043478,3.272727272727273,39.26086956521739,0.21739130434782616,0,0,0,
2019/6/9,监测点A1,9.818181818181818,9.363636363636363,19.136363636363637,5.238095238095238,34.54545454545455,0.2818181818181819,0,0,0,
2019/6/10,监测点A1,10.391304347826088,17.73913043478261,24.0,6.2272727272727275,44.47826086956522,0.37391304347826076,0,0,0,
2019/6/11,监测点A1,11.0,40.82608695652174,30.695652173913043,17.869565217391305,42.69565217391305,0.5434782608695654,0,0,0,
2019/6/12,监测点A1,14.217391304347826,44.608695652173914,38.04347826086956,21.217391304347824,43.47826086956522,0.5347826086956521,0,0,0,
2019/6/13,监测点A1,10.391304347826088,24.82608695652174,21.347826086956523,10.08695652173913,50.47826086956522,0.4434782608695653,0,0,0,
2019/6/14,监测点A1,12.782608695652174,25.52173913043478,30.869565217391305,11.956521739130435,100.04347826086956,0.5434782608695652,0,0,0,
2019/6/15,监测点A1,15.956521739130435,37.56521739130435,49.30434782608695,22.0,104.8695652173913,0.6,0,0,0,
2019/6/16,监测点A1,12.826086956521738,24.17391304347826,40.869565217391305,17.73913043478261,98.56521739130434,0.5043478260869565,0,0,0,
2019/6/17,监测点A1,13.130434782608695,22.956521739130434,38.869565217391305,17.304347826086957,91.26086956521739,0.491304347826087,0,0,0,
2019/6/18,监测点A1,10.826086956521738,19.73913043478261,20.52173913043478,8.304347826086957,51.17391304347826,0.5347826086956521,0,0,0,
2019/6/19,监测点A1,10.434782608695652,23.26086956521739,26.391304347826086,11.73913043478261,38.78260869565217,0.47826086956521746,0,0,0,
2019/6/20,监测点A1,9.521739130434783,14.826086956521738,22.695652173913043,6.130434782608695,38.04347826086956,0.45217391304347837,0,0,0,
2019/6/21,监测点A1,10.130434782608695,12.173913043478262,21.565217391304348,5.173913043478261,37.73913043478261,0.40000000000000013,0,0,0,
2019/6/22,监测点A1,10.608695652173912,12.434782608695652,24.782608695652176,7.565217391304348,36.52173913043478,0.3826086956521739,0,0,0,
2019/6/23,监测点A1,10.478260869565217,13.91304347826087,22.434782608695652,8.08695652173913,33.17391304347826,0.391304347826087,0,0,0,
2019/6/24,监测点A1,11.782608695652174,35.34782608695652,26.434782608695652,12.826086956521738,20.217391304347824,0.5782608695652173,0,0,0,
2019/6/25,监测点A1,12.521739130434783,26.73913043478261,28.043478260869566,13.91304347826087,63.52173913043478,0.6043478260869566,0,0,0,
2019/6/26,监测点A1,11.347826086956522,30.347826086956523,38.52173913043478,17.08695652173913,59.69565217391305,0.6652173913043478,0,0,0,
2019/6/27,监测点A1,11.521739130434783,22.0,36.08695652173913,13.391304347826088,48.30434782608695,0.591304347826087,0,0,0,
2019/6/28,监测点A1,12.391304347826088,17.91304347826087,34.08695652173913,13.130434782608695,67.95652173913044,0.4434782608695653,0,0,0,
2019/6/29,监测点A1,12.130434782608695,16.347826086956523,32.04347826086956,10.608695652173912,72.04347826086956,0.3956521739130435,0,0,0,
2019/6/30,监测点A1,15.26086956521739,30.91304347826087,36.78260869565217,14.73913043478261,55.04347826086956,0.47391304347826074,0,0,0,
2019/7/1,监测点A1,14.0,33.73913043478261,35.26086956521739,13.869565217391305,72.08695652173913,0.4391304347826088,0,0,0,
2019/7/2,监测点A1,12.434782608695652,29.652173913043477,31.434782608695652,11.565217391304348,65.52173913043478,0.4217391304347827,0,0,0,
2019/7/3,监测点A1,14.043478260869565,31.652173913043477,17.73913043478261,8.826086956521738,27.91304347826087,0.4782608695652173,0,0,0,
2019/7/4,监测点A1,13.26086956521739,20.695652173913043,23.565217391304348,9.5,39.52173913043478,0.48695652173913045,0,0,0,
2019/7/5,监测点A1,10.782608695652174,17.130434782608695,27.26086956521739,5.818181818181818,45.34782608695652,0.4217391304347827,0,0,0,
2019/7/6,监测点A1,9.217391304347826,16.391304347826086,30.26086956521739,8.91304347826087,52.08695652173913,0.43913043478260877,0,0,0,
2019/7/7,监测点A1,9.391304347826088,11.956521739130435,28.434782608695652,8.08695652173913,52.56521739130435,0.42608695652173934,0,0,0,
2019/7/8,监测点A1,9.608695652173912,11.391304347826088,31.52173913043478,10.173913043478262,53.65217391304348,0.4391304347826088,0,0,0,
2019/7/9,监测点A1,8.652173913043478,11.043478260869565,32.21739130434783,12.347826086956522,54.130434782608695,0.46086956521739136,0,0,0,
2019/7/10,监测点A1,10.26086956521739,32.34782608695652,22.217391304347824,9.434782608695652,23.52173913043478,0.5869565217391302,0,0,0,
2019/7/11,监测点A1,12.608695652173912,43.08695652173913,36.43478260869565,16.0,41.30434782608695,0.7652173913043477,0,0,0,
2019/7/12,监测点A1,13.91304347826087,15.782608695652174,35.91304347826087,12.73913043478261,43.47826086956522,0.5826086956521738,0,0,0,
2019/7/13,监测点A1,8.91304347826087,13.347826086956522,37.04347826086956,12.608695652173912,50.52173913043478,0.5478260869565217,0,0,0,
2019/7/14,监测点A1,10.26086956521739,16.869565217391305,36.30434782608695,15.08695652173913,54.130434782608695,0.6043478260869564,0,0,0,
2019/7/15,监测点A1,11.08695652173913,17.695652173913043,42.47826086956522,16.52173913043478,62.65217391304348,0.6391304347826086,0,0,0,
2019/7/16,监测点A1,11.0,18.043478260869566,42.91304347826087,18.652173913043477,78.04347826086956,0.6260869565217392,0,0,0,
2019/7/17,监测点A1,14.608695652173912,28.52173913043478,62.30434782608695,30.52173913043478,106.43478260869566,0.6521739130434782,0,0,0,
2019/7/18,监测点A1,14.26086956521739,30.52173913043478,61.91304347826087,34.0,100.95652173913044,0.608695652173913,0,0,0,
2019/7/19,监测点A1,14.478260869565217,44.43478260869565,49.43478260869565,28.347826086956523,42.47826086956522,0.6521739130434782,0,0,0,
2019/7/20,监测点A1,12.565217391304348,48.91304347826087,43.391304347826086,22.695652173913043,35.47826086956522,0.7130434782608696,0,0,0,
2019/7/21,监测点A1,12.782608695652174,32.43478260869565,37.47826086956522,15.91304347826087,36.17391304347826,0.608695652173913,0,0,0,
2019/7/22,监测点A1,13.173913043478262,44.78260869565217,38.95652173913044,17.869565217391305,35.78260869565217,0.6695652173913043,0,0,0,
2019/7/23,监测点A1,14.217391304347826,38.69565217391305,30.956521739130434,13.652173913043478,38.130434782608695,0.5260869565217391,0,0,0,
2019/7/24,监测点A1,13.695652173913043,33.69565217391305,28.73913043478261,13.217391304347826,33.08695652173913,0.5043478260869565,0,0,0,
2019/7/25,监测点A1,12.08695652173913,24.043478260869566,28.565217391304348,10.347826086956522,48.52173913043478,0.4478260869565219,0,0,0,
2019/7/26,监测点A1,11.521739130434783,17.782608695652176,25.52173913043478,9.26086956521739,50.91304347826087,0.40869565217391307,0,0,0,
2019/7/27,监测点A1,11.26086956521739,15.0,24.347826086956523,8.26086956521739,56.869565217391305,0.3869565217391305,0,0,0,
2019/7/28,监测点A1,11.956521739130435,19.304347826086957,24.652173913043477,8.478260869565217,44.69565217391305,0.43043478260869567,0,0,0,
2019/7/29,监测点A1,13.956521739130435,29.608695652173914,25.869565217391305,10.91304347826087,44.82608695652174,0.46521739130434786,0,0,0,
2019/7/30,监测点A1,14.869565217391305,29.782608695652176,24.347826086956523,6.695652173913044,36.78260869565217,0.45652173913043487,0,0,0,
2019/7/31,监测点A1,11.26086956521739,24.08695652173913,19.608695652173914,4.956521739130435,22.782608695652176,0.4217391304347827,0,0,0,
2019/8/1,监测点A1,10.0,23.47826086956522,9.956521739130435,5.545454545454546,31.608695652173914,0.4608695652173913,0,0,0,
2019/8/2,监测点A1,14.391304347826088,34.52173913043478,15.608695652173912,10.347826086956522,27.47826086956522,0.617391304347826,0,0,0,
2019/8/3,监测点A1,12.347826086956522,37.17391304347826,23.565217391304348,9.782608695652174,35.65217391304348,0.5478260869565216,0,0,0,
2019/8/4,监测点A1,13.0,35.869565217391305,40.26086956521739,17.0,76.21739130434783,0.6043478260869564,0,0,0,
2019/8/5,监测点A1,13.478260869565217,41.56521739130435,62.08695652173913,30.391304347826086,122.17391304347827,0.6913043478260867,0,0,0,
2019/8/6,监测点A1,14.391304347826088,31.217391304347824,41.43478260869565,19.26086956521739,88.91304347826087,0.6217391304347826,0,0,0,
2019/8/7,监测点A1,12.608695652173912,30.869565217391305,47.43478260869565,26.73913043478261,108.8695652173913,0.6173913043478259,0,0,0,
2019/8/8,监测点A1,13.863636363636363,29.545454545454547,51.52173913043478,24.956521739130434,117.77272727272727,0.6363636363636362,0,0,0,
2019/8/9,监测点A1,13.652173913043478,22.608695652173914,58.391304347826086,28.82608695652174,100.91304347826087,0.6782608695652173,0,0,0,
2019/8/10,监测点A1,9.565217391304348,14.181818181818182,47.56521739130435,26.82608695652174,83.30434782608695,0.6999999999999997,0,0,0,
2019/8/11,监测点A1,8.043478260869565,9.434782608695652,33.78260869565217,17.91304347826087,80.21739130434783,0.5913043478260868,0,0,0,
2019/8/12,监测点A1,9.608695652173912,17.434782608695652,34.17391304347826,14.130434782608695,74.73913043478261,0.6434782608695653,0,0,0,
2019/8/13,监测点A1,10.304347826086957,15.695652173913043,32.608695652173914,12.565217391304348,76.34782608695652,0.6130434782608694,0,0,0,
2019/8/14,监测点A1,11.130434782608695,19.0,39.65217391304348,18.217391304347824,97.26086956521739,0.5869565217391304,0,0,0,
2019/8/15,监测点A1,8.043478260869565,21.608695652173914,29.47826086956522,14.26086956521739,84.08695652173913,0.5043478260869564,0,0,0,
2019/8/16,监测点A1,9.565217391304348,21.0,30.91304347826087,13.434782608695652,72.91304347826087,0.5217391304347825,0,0,0,
2019/8/17,监测点A1,9.695652173913043,29.869565217391305,36.47826086956522,18.652173913043477,45.78260869565217,0.5956521739130434,0,0,0,
2019/8/18,监测点A1,8.130434782608695,15.652173913043478,23.869565217391305,7.608695652173913,39.30434782608695,0.46521739130434786,0,0,0,
2019/8/19,监测点A1,10.217391304347826,28.956521739130434,40.56521739130435,21.91304347826087,80.69565217391305,0.5913043478260868,0,0,0,
2019/8/20,监测点A1,8.869565217391305,31.52173913043478,47.65217391304348,27.043478260869566,91.26086956521739,0.5,0,0,0,
2019/8/21,监测点A1,9.08695652173913,27.91304347826087,54.82608695652174,27.52173913043478,115.78260869565217,0.46521739130434786,0,0,0,
2019/8/22,监测点A1,11.304347826086957,27.391304347826086,55.52173913043478,29.304347826086957,111.17391304347827,0.48695652173913034,0,0,0,
2019/8/23,监测点A1,12.782608695652174,39.130434782608695,55.869565217391305,27.73913043478261,87.69565217391305,0.4956521739130434,0,0,0,
2019/8/24,监测点A1,15.73913043478261,48.869565217391305,86.30434782608695,47.73913043478261,94.56521739130434,0.6565217391304347,0,0,0,
2019/8/25,监测点A1,11.0,30.52173913043478,62.69565217391305,39.608695652173914,58.17391304347826,0.608695652173913,0,0,0,
2019/8/26,监测点A1,10.043478260869565,28.869565217391305,25.652173913043477,16.956521739130434,46.08695652173913,0.5304347826086956,0,0,0,
2019/8/27,监测点A1,12.227272727272727,30.136363636363637,26.565217391304348,9.434782608695652,31.636363636363637,0.40454545454545465,0,0,0,
2019/8/28,监测点A1,11.826086956521738,37.26086956521739,51.0,21.565217391304348,79.95652173913044,0.4695652173913043,0,0,0,
2019/8/29,监测点A1,11.130434782608695,27.08695652173913,37.0,14.0,49.78260869565217,0.37826086956521743,0,0,0,
2019/8/30,监测点A1,14.043478260869565,30.26086956521739,23.47826086956522,6.304347826086956,35.869565217391305,0.4173913043478262,0,0,0,
2019/8/31,监测点A1,11.608695652173912,43.95652173913044,30.73913043478261,13.26086956521739,36.82608695652174,0.48260869565217396,0,0,0,
2019/9/1,监测点A1,11.217391304347826,33.391304347826086,28.0,10.608695652173912,40.52173913043478,0.48260869565217407,0,0,0,
2019/9/2,监测点A1,11.391304347826088,29.217391304347824,21.043478260869566,7.521739130434782,20.130434782608695,0.4347826086956523,0,0,0,
2019/9/3,监测点A1,11.08695652173913,28.52173913043478,23.956521739130434,10.043478260869565,44.04347826086956,0.45652173913043476,0,0,0,
2019/9/4,监测点A1,11.26086956521739,35.0,25.52173913043478,12.826086956521738,39.30434782608695,0.5130434782608695,0,0,0,
2019/9/5,监测点A1,12.782608695652174,36.21739130434783,29.17391304347826,12.26086956521739,48.0,0.4956521739130435,0,0,0,
2019/9/6,监测点A1,12.782608695652174,39.69565217391305,40.82608695652174,15.173913043478262,80.26086956521739,0.5086956521739131,0,0,0,
2019/9/7,监测点A1,16.130434782608695,46.130434782608695,71.91304347826087,37.26086956521739,142.43478260869566,0.6391304347826088,0,0,0,
2019/9/8,监测点A1,12.826086956521738,26.782608695652176,59.65217391304348,35.608695652173914,119.56521739130434,0.626086956521739,0,0,0,
2019/9/9,监测点A1,11.521739130434783,27.391304347826086,48.869565217391305,27.130434782608695,98.56521739130434,0.6173913043478259,0,0,0,
2019/9/10,监测点A1,14.217391304347826,26.434782608695652,34.17391304347826,11.91304347826087,72.73913043478261,0.45652173913043487,0,0,0,
2019/9/11,监测点A1,13.695652173913043,29.17391304347826,35.43478260869565,13.869565217391305,85.8695652173913,0.4913043478260869,0,0,0,
2019/9/12,监测点A1,13.73913043478261,31.347826086956523,48.73913043478261,27.82608695652174,135.3913043478261,0.5999999999999998,0,0,0,
2019/9/13,监测点A1,12.521739130434783,14.304347826086957,38.56521739130435,17.82608695652174,84.8695652173913,0.4956521739130435,0,0,0,
2019/9/14,监测点A1,12.217391304347826,23.130434782608695,29.47826086956522,15.652173913043478,65.1304347826087,0.5652173913043478,0,0,0,
2019/9/15,监测点A1,13.608695652173912,34.91304347826087,50.69565217391305,26.695652173913043,113.95652173913044,0.6217391304347826,0,0,0,
2019/9/16,监测点A1,11.565217391304348,32.869565217391305,54.08695652173913,31.695652173913043,113.47826086956522,0.7043478260869563,0,0,0,
2019/9/17,监测点A1,8.26086956521739,28.391304347826086,37.47826086956522,24.869565217391305,122.47826086956522,0.6826086956521739,0,0,0,
2019/9/18,监测点A1,10.434782608695652,37.869565217391305,59.21739130434783,33.69565217391305,107.6086956521739,0.7913043478260867,0,0,0,
2019/9/19,监测点A1,11.434782608695652,29.565217391304348,67.30434782608695,32.130434782608695,131.1304347826087,0.6782608695652173,0,0,0,
2019/9/20,监测点A1,10.695652173913043,39.82608695652174,67.30434782608695,27.47826086956522,105.78260869565217,0.6304347826086957,0,0,0,
2019/9/21,监测点A1,12.391304347826088,28.17391304347826,82.34782608695652,35.43478260869565,137.17391304347825,0.6739130434782606,0,0,0,
2019/9/22,监测点A1,10.565217391304348,25.695652173913043,66.52173913043478,22.0,125.26086956521739,0.5565217391304348,0,0,0,
2019/9/23,监测点A1,8.826086956521738,37.869565217391305,59.43478260869565,21.434782608695652,106.78260869565217,0.5565217391304348,0,0,0,
2019/9/24,监测点A1,11.347826086956522,65.91304347826087,82.34782608695652,33.43478260869565,90.30434782608695,0.6652173913043478,0,0,0,
2019/9/25,监测点A1,15.826086956521738,57.30434782608695,95.69565217391305,46.21739130434783,132.2608695652174,0.717391304347826,0,0,0,
2019/9/26,监测点A1,14.91304347826087,45.78260869565217,115.56521739130434,62.130434782608695,208.30434782608697,0.747826086956522,0,0,0,
2019/9/27,监测点A1,16.391304347826086,62.69565217391305,111.30434782608695,57.73913043478261,142.3913043478261,0.7782608695652173,0,0,0,
2019/9/28,监测点A1,17.956521739130434,75.3913043478261,119.08695652173913,57.95652173913044,127.56521739130434,0.8652173913043476,0,0,0,
2019/9/29,监测点A1,20.608695652173914,66.56521739130434,122.43478260869566,65.3913043478261,149.3913043478261,0.8739130434782608,0,0,0,
2019/9/30,监测点A1,22.82608695652174,77.3913043478261,112.08695652173913,56.26086956521739,112.21739130434783,0.8217391304347827,0,0,0,
2019/10/1,监测点A1,17.608695652173914,50.56521739130435,92.26086956521739,52.608695652173914,121.78260869565217,0.6782608695652174,0,0,0,
2019/10/2,监测点A1,9.652173913043478,13.91304347826087,76.78260869565217,47.30434782608695,142.30434782608697,0.6521739130434782,0,0,0,
2019/10/3,监测点A1,7.217391304347826,12.73913043478261,47.78260869565217,26.17391304347826,102.52173913043478,0.42173913043478256,0,0,0,
2019/10/4,监测点A1,7.6521739130434785,16.08695652173913,40.65217391304348,21.08695652173913,79.34782608695652,0.391304347826087,0,0,0,
2019/10/5,监测点A1,9.782608695652174,31.08695652173913,53.34782608695652,26.0,85.26086956521739,0.43043478260869567,0,0,0,
2019/10/6,监测点A1,10.347826086956522,32.30434782608695,56.08695652173913,24.043478260869566,77.43478260869566,0.4434782608695655,0,0,0,
2019/10/7,监测点A1,9.652173913043478,42.130434782608695,50.47826086956522,28.043478260869566,64.04347826086956,0.48695652173913023,0,0,0,
2019/10/8,监测点A1,13.043478260869565,54.95652173913044,91.52173913043478,57.73913043478261,82.65217391304348,0.7434782608695649,0,0,0,
2019/10/9,监测点A1,8.347826086956522,33.43478260869565,67.8695652173913,41.0,114.6086956521739,0.6478260869565219,0,0,0,
2019/10/10,监测点A1,8.608695652173912,36.52173913043478,69.08695652173913,34.608695652173914,102.65217391304348,0.6086956521739129,0,0,0,
2019/10/11,监测点A1,9.217391304347826,33.73913043478261,59.95652173913044,30.869565217391305,103.73913043478261,0.5608695652173913,0,0,0,
2019/10/12,监测点A1,11.434782608695652,32.91304347826087,71.3913043478261,36.30434782608695,123.91304347826087,0.5869565217391305,0,0,0,
2019/10/13,监测点A1,9.434782608695652,30.130434782608695,53.08695652173913,33.30434782608695,102.6086956521739,0.6956521739130435,0,0,0,
2019/10/14,监测点A1,8.91304347826087,32.56521739130435,63.47826086956522,37.17391304347826,76.6086956521739,0.8173913043478263,0,0,0,
2019/10/15,监测点A1,8.521739130434783,31.347826086956523,55.52173913043478,29.434782608695652,83.0,0.7304347826086955,0,0,0,
2019/10/16,监测点A1,9.695652173913043,38.34782608695652,62.21739130434783,30.695652173913043,86.21739130434783,0.5695652173913043,0,0,0,
2019/10/17,监测点A1,8.217391304347826,39.65217391304348,59.08695652173913,27.434782608695652,93.34782608695652,0.48260869565217396,0,0,0,
2019/10/18,监测点A1,11.782608695652174,50.0,71.52173913043478,29.52173913043478,97.04347826086956,0.5869565217391305,0,0,0,
2019/10/19,监测点A1,11.73913043478261,61.43478260869565,87.3913043478261,41.17391304347826,108.82608695652173,0.6739130434782608,0,0,0,
2019/10/20,监测点A1,14.043478260869565,71.30434782608695,118.17391304347827,54.608695652173914,106.6086956521739,0.7434782608695653,0,0,0,
2019/10/21,监测点A1,11.08695652173913,37.78260869565217,98.73913043478261,53.69565217391305,167.1304347826087,0.6304347826086956,0,0,0,
2019/10/22,监测点A1,10.956521739130435,34.82608695652174,72.04347826086956,33.17391304347826,141.0,0.5304347826086956,0,0,0,
2019/10/23,监测点A1,12.0,46.21739130434783,75.65217391304348,34.34782608695652,124.6086956521739,0.5913043478260868,0,0,0,
2019/10/24,监测点A1,10.608695652173912,45.0,90.8695652173913,53.34782608695652,96.26086956521739,0.652173913043478,0,0,0,
2019/10/25,监测点A1,11.130434782608695,57.34782608695652,88.08695652173913,45.391304347826086,100.6086956521739,0.7,0,0,0,
2019/10/26,监测点A1,11.91304347826087,54.869565217391305,95.08695652173913,43.95652173913044,62.608695652173914,0.6956521739130437,0,0,0,
2019/10/27,监测点A1,9.565217391304348,41.78260869565217,81.34782608695652,41.17391304347826,89.04347826086956,0.7521739130434785,0,0,0,
2019/10/28,监测点A1,16.434782608695652,52.26086956521739,72.0,29.391304347826086,23.26086956521739,0.8173913043478261,18.17142857142857,69.00828571428572,4.328571428571428,
2019/10/29,监测点A1,9.043478260869565,43.0,43.73913043478261,12.478260869565217,69.3913043478261,0.5130434782608696,20.634782608695655,54.44352173913044,3.6,
2019/10/30,监测点A1,9.434782608695652,59.78260869565217,78.73913043478261,24.91304347826087,68.21739130434783,0.44782608695652176,20.930434782608696,48.720956521739126,2.8391304347826085,
2019/10/31,监测点A1,11.956521739130435,78.34782608695652,118.91304347826087,36.78260869565217,53.78260869565217,0.4956521739130435,22.313043478260873,46.97569565217391,2.4869565217391303,
2019/11/1,监测点A1,17.26086956521739,97.43478260869566,143.8695652173913,57.65217391304348,84.1304347826087,0.7652173913043478,25.169565217391302,49.476652173913045,1.2086956521739132,
