监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),近地风速(m/s),风向(°)
2019/6/13,监测点A2,2.217391304347826,28.91304347826087,20.73913043478261,9.608695652173912,43.608695652173914,0.7869565217391304,27.94347826086956,78.6086956521739,1000.0695652173914,1.3391304347826087,
2019/6/14,监测点A2,4.434782608695652,32.17391304347826,28.304347826086957,10.26086956521739,88.91304347826087,0.8391304347826088,29.12608695652174,54.73913043478261,1000.5956521739128,1.9826086956521736,
2019/6/15,监测点A2,6.173913043478261,35.91304347826087,46.43478260869565,18.130434782608695,109.65217391304348,0.7913043478260867,29.647826086956524,50.82608695652174,1002.7782608695651,1.5739130434782609,
2019/6/16,监测点A2,3.217391304347826,22.82608695652174,42.608695652173914,14.652173913043478,99.0,0.717391304347826,29.004347826086953,62.17391304347826,1003.5391304347828,1.9782608695652177,
2019/6/17,监测点A2,3.0434782608695654,23.391304347826086,37.91304347826087,14.363636363636363,90.47826086956522,0.7217391304347823,29.09565217391304,65.56521739130434,1004.5521739130437,2.11304347826087,
2019/6/18,监测点A2,4.0,28.043478260869566,22.391304347826086,8.136363636363637,41.47826086956522,0.7434782608695653,28.39565217391304,75.21739130434783,1005.4043478260871,1.5478260869565215,
2019/6/19,监测点A2,3.4347826086956523,26.608695652173914,25.695652173913043,7.608695652173913,38.56521739130435,0.752173913043478,29.93913043478261,71.34782608695652,1005.0347826086958,1.534782608695652,
2019/6/20,监测点A2,5.130434782608695,17.26086956521739,20.08695652173913,4.782608695652174,38.56521739130435,0.7217391304347823,30.35217391304348,68.43478260869566,1004.0521739130434,2.1,
2019/6/21,监测点A2,3.1739130434782608,14.91304347826087,21.08695652173913,4.0,39.95652173913044,0.6869565217391301,31.491304347826084,64.69565217391305,1002.7869565217391,2.2347826086956517,
2019/6/22,监测点A2,3.782608695652174,15.434782608695652,24.304347826086957,6.304347826086956,37.78260869565217,0.6869565217391301,31.599999999999998,64.30434782608695,1001.5304347826086,2.3956521739130436,
2019/6/23,监测点A2,3.130434782608696,18.043478260869566,25.217391304347824,4.954545454545454,30.043478260869566,0.691304347826087,30.734782608695657,65.47826086956522,1001.6913043478262,1.891304347826087,
2019/6/24,监测点A2,3.9130434782608696,41.91304347826087,23.26086956521739,8.956521739130435,11.0,0.8913043478260869,27.09130434782609,80.43478260869566,1003.6086956521739,1.2739130434782608,
2019/6/25,监测点A2,3.782608695652174,35.391304347826086,34.21739130434783,17.652173913043477,70.3913043478261,0.9000000000000001,28.13913043478261,72.69565217391305,1004.213043478261,1.0869565217391304,
2019/6/26,监测点A2,4.956521739130435,36.73913043478261,35.869565217391305,15.869565217391305,52.30434782608695,0.9391304347826087,28.369565217391308,73.34782608695652,1001.5391304347828,1.2782608695652171,
2019/6/27,监测点A2,3.0,26.304347826086957,34.73913043478261,12.130434782608695,52.17391304347826,0.8782608695652173,30.83478260869565,69.21739130434783,998.8304347826089,1.78695652173913,
2019/6/28,监测点A2,4.521739130434782,20.608695652173914,34.04347826086956,12.130434782608695,72.26086956521739,0.873913043478261,31.826086956521745,65.73913043478261,998.6782608695653,2.08695652173913,
2019/6/29,监测点A2,3.8260869565217392,19.347826086956523,30.565217391304348,9.954545454545455,77.0,0.8478260869565218,31.79565217391304,65.47826086956522,998.7565217391307,1.8782608695652174,
2019/6/30,监测点A2,3.4782608695652173,28.956521739130434,32.52173913043478,12.391304347826088,62.869565217391305,0.8956521739130439,30.48260869565217,70.17391304347827,999.0869565217391,1.2956521739130438,
2019/7/1,监测点A2,3.4782608695652173,36.04347826086956,37.21739130434783,12.826086956521738,72.0,0.8608695652173914,31.678260869565218,62.56521739130435,999.2608695652173,1.465217391304348,
2019/7/2,监测点A2,3.8260869565217392,29.91304347826087,30.91304347826087,9.608695652173912,60.52173913043478,0.8217391304347827,30.921739130434784,63.26086956521739,998.9521739130433,1.7043478260869562,
2019/7/3,监测点A2,2.217391304347826,27.26086956521739,13.818181818181818,5.523809523809524,26.130434782608695,0.7913043478260873,27.3608695652174,80.91304347826087,1000.8565217391306,2.1130434782608694,
2019/7/4,监测点A2,3.3043478260869565,21.608695652173914,23.608695652173914,5.904761904761905,35.95652173913044,0.8391304347826087,28.96521739130435,73.8695652173913,1003.2304347826087,2.0956521739130434,
2019/7/5,监测点A2,3.608695652173913,17.73913043478261,28.695652173913043,6.380952380952381,47.95652173913044,0.8391304347826088,30.165217391304346,67.0,1002.021739130435,1.6608695652173915,
2019/7/6,监测点A2,3.5217391304347827,15.304347826086957,30.869565217391305,6.913043478260869,56.30434782608695,0.8217391304347827,31.039130434782603,64.30434782608695,1000.2739130434783,2.2956521739130435,
2019/7/7,监测点A2,4.173913043478261,12.608695652173912,28.130434782608695,8.043478260869565,55.08695652173913,0.7956521739130438,30.713043478260868,66.34782608695652,1001.2043478260869,2.7652173913043474,
2019/7/8,监测点A2,4.130434782608695,12.173913043478262,32.56521739130435,7.913043478260869,55.30434782608695,0.8130434782608699,30.78260869565217,65.95652173913044,1002.1782608695652,2.9956521739130437,
2019/7/9,监测点A2,2.9130434782608696,13.956521739130435,32.17391304347826,10.0,51.82608695652174,0.873913043478261,30.60434782608695,66.82608695652173,1000.1043478260868,2.260869565217391,
2019/7/10,监测点A2,4.043478260869565,36.30434782608695,22.869565217391305,10.347826086956522,13.545454545454545,0.8347826086956524,26.365217391304352,82.47826086956522,1001.1695652173916,1.1304347826086956,
2019/7/11,监测点A2,3.9565217391304346,40.95652173913044,37.608695652173914,17.956521739130434,38.130434782608695,0.8130434782608695,27.921739130434776,77.69565217391305,1004.695652173913,0.9956521739130436,
2019/7/12,监测点A2,3.217391304347826,20.08695652173913,35.21739130434783,13.521739130434783,37.78260869565217,0.6391304347826086,29.104347826086954,74.8695652173913,1004.2869565217391,2.165217391304348,
2019/7/13,监测点A2,3.6956521739130435,15.08695652173913,36.69565217391305,11.826086956521738,49.52173913043478,0.5565217391304346,30.50869565217391,66.56521739130434,1002.1695652173913,2.3304347826086955,
2019/7/14,监测点A2,4.173913043478261,18.695652173913043,35.0,13.695652173913043,51.608695652173914,0.6043478260869564,29.63478260869565,71.65217391304348,1000.8000000000001,2.3391304347826085,
2019/7/15,监测点A2,4.434782608695652,18.17391304347826,43.34782608695652,16.0,61.78260869565217,0.6652173913043476,30.708695652173912,67.34782608695652,1001.847826086957,1.9,
2019/7/16,监测点A2,4.260869565217392,18.956521739130434,44.17391304347826,16.82608695652174,87.1304347826087,0.6478260869565217,31.804347826086957,60.608695652173914,1002.4391304347826,1.3608695652173914,
2019/7/17,监测点A2,7.3478260869565215,26.26086956521739,65.78260869565217,29.08695652173913,110.17391304347827,0.7869565217391303,33.03478260869565,56.91304347826087,999.5521739130438,1.4434782608695653,
2019/7/18,监测点A2,7.565217391304348,29.125,65.65217391304348,31.52173913043478,85.95652173913044,0.7608695652173914,33.03478260869565,56.0,996.5434782608694,1.8608695652173914,
2019/7/19,监测点A2,4.956521739130435,40.333333333333336,49.78260869565217,24.08695652173913,36.26086956521739,0.8636363636363634,29.43913043478261,72.3913043478261,998.6739130434783,1.3608695652173912,
2019/7/20,监测点A2,3.347826086956522,37.608695652173914,41.26086956521739,19.47826086956522,36.78260869565217,0.8826086956521739,28.617391304347827,75.47826086956522,1002.4565217391303,1.2782608695652173,
2019/7/21,监测点A2,3.652173913043478,27.782608695652176,36.17391304347826,15.130434782608695,32.08695652173913,0.8304347826086959,28.673913043478255,73.21739130434783,1003.8869565217391,1.2565217391304349,
2019/7/22,监测点A2,5.043478260869565,37.52173913043478,41.73913043478261,17.52173913043478,38.78260869565217,0.8913043478260869,28.078260869565216,75.30434782608695,1002.9999999999999,1.1956521739130437,
2019/7/23,监测点A2,3.869565217391304,39.69565217391305,34.47826086956522,14.347826086956522,31.130434782608695,0.834782608695652,28.465217391304346,74.6086956521739,1002.691304347826,1.2391304347826086,
2019/7/24,监测点A2,3.5652173913043477,36.04347826086956,35.65217391304348,11.521739130434783,19.565217391304348,0.8652173913043476,28.708695652173912,76.65217391304348,1003.913043478261,1.2,
2019/7/25,监测点A2,1.9375,25.75,29.956521739130434,9.521739130434783,22.625,0.7937499999999997,30.58695652173913,68.0,1005.304347826087,1.317391304347826,
2019/7/26,监测点A2,3.5652173913043477,16.91304347826087,27.304347826086957,8.608695652173912,52.17391304347826,0.6956521739130433,31.365217391304352,62.130434782608695,1004.2347826086959,1.6695652173913043,
2019/7/27,监测点A2,3.130434782608696,15.782608695652174,28.26086956521739,6.0,59.65217391304348,0.6869565217391304,31.495652173913044,61.91304347826087,1003.0956521739129,1.8869565217391304,
2019/7/28,监测点A2,3.652173913043478,20.434782608695652,30.47826086956522,7.954545454545454,43.43478260869565,0.7304347826086959,30.291304347826085,67.65217391304348,1003.8565217391305,1.582608695652173,
2019/7/29,监测点A2,3.9130434782608696,32.08695652173913,31.130434782608695,9.08695652173913,46.56521739130435,0.7739130434782611,29.295652173913048,68.78260869565217,1004.5,1.4956521739130435,
2019/7/30,监测点A2,5.3478260869565215,24.17391304347826,27.347826086956523,4.454545454545454,37.95652173913044,0.7217391304347823,29.51739130434782,64.69565217391305,1002.7521739130436,1.9913043478260872,
2019/7/31,监测点A2,4.173913043478261,23.608695652173914,24.391304347826086,4.636363636363637,15.0,0.7478260869565218,27.621739130434786,72.65217391304348,1000.821739130435,2.608695652173913,
2019/8/1,监测点A2,2.5652173913043477,16.434782608695652,12.0,2.1818181818181817,30.782608695652176,0.7347826086956523,25.708695652173912,82.04347826086956,997.5652173913045,3.4478260869565216,
2019/8/2,监测点A2,2.652173913043478,25.0,15.173913043478262,2.590909090909091,26.304347826086957,0.8391304347826088,26.19130434782608,82.0,998.8999999999999,2.2260869565217396,
2019/8/3,监测点A2,3.782608695652174,24.869565217391305,23.869565217391305,5.909090909090909,38.0,0.8217391304347825,27.69130434782609,72.21739130434783,1000.3304347826088,2.0,
2019/8/4,监测点A2,5.869565217391305,28.91304347826087,42.26086956521739,12.91304347826087,71.73913043478261,0.9130434782608694,29.639130434782604,62.47826086956522,1000.539130434783,1.5,
2019/8/5,监测点A2,7.956521739130435,35.26086956521739,62.43478260869565,25.695652173913043,119.6086956521739,0.9956521739130436,31.473913043478266,57.91304347826087,1000.7130434782609,1.1391304347826086,
2019/8/6,监测点A2,6.739130434782608,29.73913043478261,45.69565217391305,17.47826086956522,82.56521739130434,0.9347826086956524,31.078260869565216,62.30434782608695,1000.4260869565217,1.5043478260869572,
2019/8/7,监测点A2,5.826086956521739,30.26086956521739,50.30434782608695,26.347826086956523,121.04347826086956,0.9739130434782609,30.87826086956522,64.08695652173913,998.491304347826,1.308695652173913,
2019/8/8,监测点A2,7.391304347826087,31.952380952380953,54.78260869565217,25.52173913043478,110.47826086956522,1.1043478260869564,31.517391304347825,60.73913043478261,996.5695652173912,1.3956521739130432,
2019/8/9,监测点A2,7.090909090909091,29.0,63.43478260869565,27.130434782608695,87.1304347826087,0.9695652173913042,33.33888888888889,53.82608695652174,995.1347826086958,1.8130434782608693,
2019/8/10,监测点A2,2.217391304347826,22.08695652173913,52.30434782608695,26.08695652173913,75.8695652173913,0.8304347826086957,0,61.608695652173914,995.9086956521738,1.8565217391304343,
2019/8/11,监测点A2,3.409090909090909,12.136363636363637,39.21739130434783,17.565217391304348,76.34782608695652,0.726086956521739,0,61.65217391304348,997.7,1.9130434782608696,
2019/8/12,监测点A2,3.4782608695652173,18.130434782608695,37.47826086956522,14.956521739130435,75.26086956521739,0.7391304347826086,0,60.608695652173914,998.8000000000001,2.0608695652173914,
2019/8/13,监测点A2,4.045454545454546,19.043478260869566,39.34782608695652,13.26086956521739,76.04347826086956,0.7347826086956524,0,61.56521739130435,998.9565217391304,1.791304347826087,
2019/8/14,监测点A2,5.478260869565218,19.956521739130434,47.82608695652174,19.869565217391305,111.6086956521739,0.7521739130434785,0,58.22727272727273,999.2590909090909,1.7227272727272727,
2019/8/15,监测点A2,3.6818181818181817,25.17391304347826,34.130434782608695,15.478260869565217,79.8695652173913,0.8000000000000003,30.507692307692306,68.26086956521739,999.4347826086959,1.517391304347826,
2019/8/16,监测点A2,5.913043478260869,24.695652173913043,33.56521739130435,12.869565217391305,78.08695652173913,0.7956521739130435,29.84347826086957,63.56521739130435,1000.6391304347826,1.6782608695652173,
2019/8/17,监测点A2,6.478260869565218,31.652173913043477,39.52173913043478,18.47826086956522,48.26086956521739,0.8782608695652173,28.91739130434783,71.69565217391305,1002.7521739130436,1.6521739130434783,
2019/8/18,监测点A2,4.391304347826087,19.304347826086957,23.695652173913043,5.826086956521739,36.52173913043478,0.7478260869565219,28.09565217391305,73.69565217391305,1002.4260869565215,1.6739130434782612,
2019/8/19,监测点A2,4.318181818181818,44.91304347826087,48.17391304347826,23.130434782608695,55.21739130434783,1.0043478260869567,28.869565217391305,72.21739130434783,1001.5739130434781,0.9217391304347827,
2019/8/20,监测点A2,2.782608695652174,37.26086956521739,53.34782608695652,27.695652173913043,85.21739130434783,0.9695652173913044,30.11739130434782,68.21739130434783,1002.2739130434784,1.4260869565217393,
2019/8/21,监测点A2,5.238095238095238,33.142857142857146,101.31818181818181,27.736842105263158,107.5909090909091,0.9238095238095237,31.008695652173916,58.65217391304348,1003.4826086956521,1.0956521739130434,
2019/8/22,监测点A2,5.521739130434782,31.08695652173913,60.0,31.08695652173913,118.78260869565217,0.9565217391304348,31.382608695652177,59.869565217391305,1004.0304347826084,1.3304347826086957,
2019/8/23,监测点A2,7.909090909090909,37.73913043478261,53.608695652173914,23.956521739130434,75.34782608695652,0.982608695652174,30.704347826086963,58.608695652173914,1004.421739130435,1.4130434782608698,
2019/8/24,监测点A2,9.347826086956522,49.30434782608695,81.26086956521739,41.73913043478261,80.69565217391305,1.191304347826087,32.56521739130434,56.91304347826087,1001.008695652174,1.9130434782608692,
2019/8/25,监测点A2,7.086956521739131,33.78260869565217,62.17391304347826,34.69565217391305,51.17391304347826,1.147826086956522,29.847826086956523,67.73913043478261,998.2565217391307,2.0,
2019/8/26,监测点A2,4.304347826086956,31.434782608695652,26.347826086956523,14.73913043478261,38.391304347826086,0.9956521739130434,27.191304347826087,78.34782608695652,1002.3130434782607,1.8826086956521741,
2019/8/27,监测点A2,3.8636363636363638,35.608695652173914,26.73913043478261,8.347826086956522,26.08695652173913,0.939130434782609,29.226086956521737,72.43478260869566,1005.5608695652174,1.4652173913043476,
2019/8/28,监测点A2,5.260869565217392,41.0,53.34782608695652,17.73913043478261,67.0,0.9217391304347824,31.94782608695652,60.17391304347826,1004.2739130434783,1.5869565217391302,
2019/8/29,监测点A2,4.409090909090909,27.26086956521739,36.91304347826087,12.772727272727273,47.08695652173913,0.5043478260869566,30.334782608695654,65.08695652173913,1003.1608695652176,1.9217391304347828,
2019/8/30,监测点A2,4.521739130434782,29.304347826086957,21.956521739130434,4.619047619047619,27.26086956521739,0.5217391304347825,28.356521739130432,70.43478260869566,1005.0739130434783,1.2956521739130433,
2019/8/31,监测点A2,5.863636363636363,39.0,34.04347826086956,10.0,31.434782608695652,0.5956521739130433,28.008695652173916,72.1304347826087,1005.5391304347828,1.4652173913043476,
2019/9/1,监测点A2,5.608695652173913,33.78260869565217,30.17391304347826,9.565217391304348,32.95652173913044,0.6130434782608694,27.973913043478266,71.6086956521739,1005.1000000000001,1.9695652173913043,
2019/9/2,监测点A2,4.7727272727272725,29.91304347826087,22.217391304347824,4.956521739130435,13.521739130434783,0.5608695652173913,26.87826086956522,75.3913043478261,1005.5260869565217,2.0478260869565217,
2019/9/3,监测点A2,3.8260869565217392,29.304347826086957,28.17391304347826,7.809523809523809,36.869565217391305,0.5869565217391302,27.813043478260866,68.30434782608695,1004.3000000000001,2.4130434782608696,
2019/9/4,监测点A2,4.608695652173913,33.30434782608695,28.19047619047619,14.476190476190476,31.565217391304348,0.626086956521739,27.599999999999998,71.30434782608695,1002.2826086956521,2.0217391304347827,
2019/9/5,监测点A2,6.521739130434782,33.43478260869565,31.391304347826086,15.565217391304348,37.26086956521739,0.652173913043478,28.69565217391304,68.69565217391305,1001.0347826086954,1.9391304347826084,
2019/9/6,监测点A2,6.695652173913044,36.130434782608695,48.52173913043478,21.304347826086957,85.43478260869566,0.7043478260869565,30.552173913043486,60.43478260869565,1000.2739130434784,1.4173913043478266,
2019/9/7,监测点A2,6.8,46.25,66.85,37.5,116.6,0.825,30.91111111111111,63.666666666666664,1001.4833333333333,1.0444444444444443,
